"Mach","p","tp","Points:0","Points:1","Points:2"
1.0136,0.41856,0.71958,0,0,0
1.0196,0.41564,0.71811,0.01,0,0
1.0257,0.41272,0.71664,0.02,0,0
1.032,0.40969,0.71512,0.03,0,0
1.0384,0.40665,0.71361,0.04,0,0
1.0463,0.40284,0.71152,0.05,0,0
1.0542,0.39902,0.70944,0.06,0,0
1.0624,0.39508,0.70718,0.07,0,0
1.0705,0.39114,0.70492,0.08,0,0
1.0789,0.38725,0.70274,0.09,0,0
1.0872,0.38336,0.70056,0.1,0,0
1.0981,0.37821,0.69738,0.11,0,0
1.1089,0.37306,0.69419,0.12,0,0
1.1195,0.36822,0.6912,0.13,0,0
1.1301,0.36337,0.68822,0.14,0,0
1.1412,0.3583,0.68489,0.15,0,0
1.1524,0.35322,0.68157,0.16,0,0
1.164,0.34801,0.67804,0.17,0,0
1.1757,0.34281,0.67452,0.18,0,0
1.1906,0.33621,0.66974,0.19,0,0
1.2055,0.32962,0.66495,0.2,0,0
1.2198,0.32354,0.66044,0.21,0,0
1.2341,0.31747,0.65593,0.22,0,0
1.2485,0.31143,0.65115,0.23,0,0
1.263,0.30539,0.64637,0.24,0,0
1.2747,0.30074,0.64272,0.25,0,0
1.2863,0.2961,0.63906,0.26,0,0
1.3021,0.28986,0.63375,0.27,0,0
1.3179,0.28362,0.62844,0.28,0,0
1.3349,0.27699,0.62237,0.29,0,0
1.352,0.27037,0.6163,0.3,0,0
1.3695,0.26388,0.61017,0.31,0,0
1.3871,0.25739,0.60404,0.32,0,0
1.4072,0.25017,0.59671,0.33,0,0
1.4272,0.24295,0.58938,0.34,0,0
1.4472,0.23625,0.58238,0.35,0,0
1.4671,0.22954,0.57538,0.36,0,0
1.4853,0.22366,0.56891,0.37,0,0
1.5036,0.21778,0.56243,0.38,0,0
1.5189,0.21297,0.55677,0.39,0,0
1.5342,0.20815,0.55112,0.4,0,0
1.5529,0.20262,0.54449,0.41,0,0
1.5716,0.1971,0.53786,0.42,0,0
1.5885,0.19228,0.53174,0.43,0,0
1.6054,0.18745,0.52563,0.44,0,0
1.6234,0.18252,0.51906,0.45,0,0
1.6414,0.17759,0.51249,0.46,0,0
1.6615,0.17231,0.50509,0.47,0,0
1.6817,0.16703,0.49769,0.48,0,0
1.7002,0.16241,0.49086,0.49,0,0
1.7187,0.15779,0.48404,0.5,0,0
1.7352,0.15388,0.47809,0.51,0,0
1.7517,0.14998,0.47214,0.52,0,0
1.7683,0.14626,0.46628,0.53,0,0
1.7848,0.14255,0.46042,0.54,0,0
1.8018,0.1389,0.45444,0.55,0,0
1.8188,0.13525,0.44845,0.56,0,0
1.8361,0.13172,0.44243,0.57,0,0
1.8534,0.12818,0.4364,0.58,0,0
1.8706,0.12482,0.43043,0.59,0,0
1.8879,0.12145,0.42447,0.6,0,0
1.9051,0.11828,0.41865,0.61,0,0
1.9222,0.11511,0.41282,0.62,0,0
1.9393,0.11211,0.40714,0.63,0,0
1.9563,0.10912,0.40145,0.64,0,0
1.9733,0.10628,0.39586,0.65,0,0
1.9904,0.10343,0.39027,0.66,0,0
2.0076,0.10071,0.38474,0.67,0,0
2.0247,0.097993,0.3792,0.68,0,0
2.0421,0.095387,0.37371,0.69,0,0
2.0594,0.092782,0.36823,0.7,0,0
2.0769,0.090288,0.36279,0.71,0,0
2.0943,0.087795,0.35736,0.72,0,0
2.1119,0.085417,0.352,0.73,0,0
2.1295,0.08304,0.34664,0.74,0,0
2.1471,0.080785,0.34138,0.75,0,0
2.1647,0.07853,0.33612,0.76,0,0
2.1822,0.076406,0.33101,0.77,0,0
2.1998,0.074282,0.32589,0.78,0,0
2.2171,0.07229,0.32094,0.79,0,0
2.2345,0.070298,0.31599,0.8,0,0
2.2516,0.068436,0.31121,0.81,0,0
2.2687,0.066573,0.30643,0.82,0,0
2.2856,0.064835,0.30184,0.83,0,0
2.3025,0.063096,0.29724,0.84,0,0
2.3191,0.061474,0.29283,0.85,0,0
2.3357,0.059851,0.28841,0.86,0,0
2.352,0.058337,0.28417,0.87,0,0
2.3684,0.056823,0.27994,0.88,0,0
2.3844,0.05541,0.27587,0.89,0,0
2.4005,0.053996,0.2718,0.9,0,0
2.4163,0.052675,0.2679,0.91,0,0
2.4322,0.051353,0.264,0.92,0,0
2.4477,0.050117,0.26025,0.93,0,0
2.4633,0.04888,0.2565,0.94,0,0
2.4787,0.047721,0.2529,0.95,0,0
2.494,0.046561,0.24929,0.96,0,0
2.5092,0.045473,0.24583,0.97,0,0
2.5243,0.044384,0.24236,0.98,0,0
2.5393,0.04336,0.23902,0.99,0,0
2.5542,0.042337,0.23568,1,0,0
2.569,0.041372,0.23246,1.01,0,0
2.5838,0.040407,0.22924,1.02,0,0
2.5985,0.039497,0.22613,1.03,0,0
2.6131,0.038586,0.22303,1.04,0,0
2.6277,0.037726,0.22002,1.05,0,0
2.6422,0.036866,0.21702,1.06,0,0
2.6565,0.036055,0.21413,1.07,0,0
2.6709,0.035243,0.21123,1.08,0,0
2.6851,0.034476,0.20844,1.09,0,0
2.6994,0.03371,0.20565,1.1,0,0
2.7134,0.032986,0.20296,1.11,0,0
2.7275,0.032262,0.20026,1.12,0,0
2.7414,0.031579,0.19767,1.13,0,0
2.7553,0.030896,0.19508,1.14,0,0
2.769,0.03025,0.19258,1.15,0,0
2.7827,0.029605,0.19008,1.16,0,0
2.7963,0.028995,0.18767,1.17,0,0
2.8099,0.028384,0.18526,1.18,0,0
2.8233,0.027807,0.18294,1.19,0,0
2.8368,0.02723,0.18062,1.2,0,0
2.85,0.026684,0.17838,1.21,0,0
2.8633,0.026138,0.17615,1.22,0,0
2.8764,0.025623,0.17399,1.23,0,0
2.8895,0.025107,0.17184,1.24,0,0
2.9024,0.024619,0.16977,1.25,0,0
2.9153,0.024131,0.1677,1.26,0,0
2.9281,0.023669,0.1657,1.27,0,0
2.9408,0.023207,0.1637,1.28,0,0
2.9534,0.02277,0.16178,1.29,0,0
2.966,0.022333,0.15985,1.3,0,0
2.9784,0.021918,0.158,1.31,0,0
2.9908,0.021503,0.15614,1.32,0,0
3.0031,0.02111,0.15436,1.33,0,0
3.0153,0.020717,0.15257,1.34,0,0
3.0274,0.020344,0.15084,1.35,0,0
3.0395,0.01997,0.14912,1.36,0,0
3.0514,0.019616,0.14746,1.37,0,0
3.0634,0.019263,0.1458,1.38,0,0
3.0751,0.018926,0.14419,1.39,0,0
3.0869,0.01859,0.14259,1.4,0,0
3.0985,0.018271,0.14104,1.41,0,0
3.1101,0.017951,0.1395,1.42,0,0
3.1215,0.017648,0.138,1.43,0,0
3.133,0.017344,0.13651,1.44,0,0
3.1443,0.017055,0.13507,1.45,0,0
3.1556,0.016766,0.13363,1.46,0,0
3.1667,0.016491,0.13224,1.47,0,0
3.1779,0.016216,0.13085,1.48,0,0
3.1889,0.015954,0.12951,1.49,0,0
3.1998,0.015693,0.12817,1.5,0,0
3.2107,0.015444,0.12687,1.51,0,0
3.2215,0.015195,0.12558,1.52,0,0
3.2322,0.014958,0.12433,1.53,0,0
3.2428,0.014721,0.12308,1.54,0,0
3.2533,0.014495,0.12188,1.55,0,0
3.2638,0.01427,0.12068,1.56,0,0
3.2742,0.014055,0.11952,1.57,0,0
3.2845,0.01384,0.11836,1.58,0,0
3.2946,0.013636,0.11724,1.59,0,0
3.3048,0.013432,0.11612,1.6,0,0
3.3147,0.013239,0.11505,1.61,0,0
3.3247,0.013045,0.11398,1.62,0,0
3.2218,0.013975,0.11519,1.63,0,0
3.1189,0.014905,0.11639,1.64,0,0
1.9359,0.06039,0.13214,1.65,0,0
0.75289,0.10587,0.14788,1.66,0,0
0.58065,0.13308,0.16344,1.67,0,0
0.40841,0.16029,0.179,1.68,0,0
0.38317,0.16415,0.18104,1.69,0,0
0.35793,0.16802,0.18308,1.7,0,0
0.33586,0.16976,0.18321,1.71,0,0
0.3138,0.17151,0.18333,1.72,0,0
0.28991,0.17307,0.18331,1.73,0,0
0.26603,0.17464,0.18329,1.74,0,0
0.24196,0.17598,0.18325,1.75,0,0
0.21789,0.17731,0.18321,1.76,0,0
0.19372,0.17836,0.18311,1.77,0,0
0.16955,0.1794,0.18301,1.78,0,0
0.14588,0.18008,0.18283,1.79,0,0
0.1222,0.18076,0.18265,1.8,0,0
0.1003,0.18115,0.18249,1.81,0,0
0.078405,0.18154,0.18232,1.82,0,0
0.05884,0.18185,0.18234,1.83,0,0
0.039275,0.18216,0.18235,1.84,0,0
0.022787,0.18251,0.18261,1.85,0,0
0.0062997,0.18287,0.18287,1.86,0,0
0.014854,0.18332,0.18336,1.87,0,0
0.023408,0.18378,0.18385,1.88,0,0
0.034601,0.18434,0.18452,1.89,0,0
0.045794,0.18491,0.18518,1.9,0,0
0.054208,0.18559,0.18598,1.91,0,0
0.062623,0.18627,0.18678,1.92,0,0
0.068356,0.18705,0.18766,1.93,0,0
0.074089,0.18782,0.18855,1.94,0,0
0.077324,0.18869,0.18948,1.95,0,0
0.080558,0.18955,0.19041,1.96,0,0
0.081509,0.19049,0.19137,1.97,0,0
0.082459,0.19142,0.19233,1.98,0,0
0.081358,0.19241,0.1933,1.99,0,0
0.080257,0.1934,0.19427,2,0,0
0.077337,0.19443,0.19524,2.01,0,0
0.074417,0.19545,0.19621,2.02,0,0
0.069904,0.1965,0.19718,2.03,0,0
0.065391,0.19755,0.19814,2.04,0,0
0.059498,0.1986,0.1991,2.05,0,0
0.053605,0.19965,0.20005,2.06,0,0
0.046529,0.20069,0.201,2.07,0,0
0.039453,0.20172,0.20194,2.08,0,0
0.031374,0.20273,0.20288,2.09,0,0
0.023295,0.20373,0.20381,2.1,0,0
0.014494,0.20469,0.20473,2.11,0,0
0.0056936,0.20565,0.20565,2.12,0,0
0.010024,0.20654,0.20656,2.13,0,0
0.014354,0.20744,0.20747,2.14,0,0
0.024665,0.20827,0.20837,2.15,0,0
0.034976,0.20909,0.20927,2.16,0,0
0.045874,0.20983,0.21016,2.17,0,0
0.056771,0.21057,0.21104,2.18,0,0
0.068162,0.21121,0.21192,2.19,0,0
0.079553,0.21185,0.21279,2.2,0,0
0.091395,0.21239,0.21366,2.21,0,0
0.10324,0.21293,0.21452,2.22,0,0
0.11551,0.21335,0.21537,2.23,0,0
0.12778,0.21377,0.21621,2.24,0,0
0.14045,0.21407,0.21705,2.25,0,0
0.15313,0.21436,0.21788,2.26,0,0
0.1662,0.21452,0.21869,2.27,0,0
0.17927,0.21467,0.2195,2.28,0,0
0.19274,0.21469,0.2203,2.29,0,0
0.20621,0.2147,0.22109,2.3,0,0
0.2201,0.21455,0.22186,2.31,0,0
0.23399,0.21441,0.22263,2.32,0,0
0.24832,0.2141,0.22337,2.33,0,0
0.26265,0.21379,0.22411,2.34,0,0
0.27752,0.21331,0.22484,2.35,0,0
0.29238,0.21284,0.22557,2.36,0,0
0.30776,0.21218,0.22628,2.37,0,0
0.32314,0.21152,0.22698,2.38,0,0
0.33899,0.21068,0.22765,2.39,0,0
0.35484,0.20983,0.22832,2.4,0,0
0.37111,0.20879,0.22895,2.41,0,0
0.38738,0.20775,0.22957,2.42,0,0
0.40401,0.20652,0.23014,2.43,0,0
0.42065,0.20528,0.23071,2.44,0,0
0.4376,0.20387,0.23122,2.45,0,0
0.45455,0.20245,0.23173,2.46,0,0
0.47176,0.20086,0.23217,2.47,0,0
0.48897,0.19926,0.23261,2.48,0,0
0.50639,0.19751,0.23298,2.49,0,0
0.52381,0.19575,0.23334,2.5,0,0
0.54138,0.19384,0.23363,2.51,0,0
0.55895,0.19194,0.23391,2.52,0,0
0.57663,0.1899,0.23411,2.53,0,0
0.59431,0.18786,0.23431,2.54,0,0
0.61205,0.18571,0.23442,2.55,0,0
0.62979,0.18356,0.23453,2.56,0,0
0.64755,0.18132,0.23454,2.57,0,0
0.66531,0.17907,0.23456,2.58,0,0
0.68305,0.17676,0.23448,2.59,0,0
0.7008,0.17444,0.2344,2.6,0,0
0.71849,0.17206,0.23423,2.61,0,0
0.73619,0.16968,0.23405,2.62,0,0
0.75381,0.16726,0.23379,2.63,0,0
0.77143,0.16485,0.23352,2.64,0,0
0.78898,0.1624,0.23315,2.65,0,0
0.80653,0.15996,0.23279,2.66,0,0
0.82394,0.15752,0.23235,2.67,0,0
0.84135,0.15507,0.23192,2.68,0,0
0.85828,0.1527,0.23143,2.69,0,0
0.8752,0.15033,0.23094,2.7,0,0
0.89188,0.148,0.23038,2.71,0,0
0.90855,0.14566,0.22983,2.72,0,0
0.92507,0.14335,0.22919,2.73,0,0
0.94159,0.14103,0.22856,2.74,0,0
0.95794,0.13874,0.22784,2.75,0,0
0.97428,0.13646,0.22713,2.76,0,0
0.99042,0.13421,0.22634,2.77,0,0
1.0066,0.13197,0.22556,2.78,0,0
1.0224,0.12977,0.22471,2.79,0,0
1.0383,0.12758,0.22386,2.8,0,0
1.054,0.12544,0.22295,2.81,0,0
1.0696,0.1233,0.22205,2.82,0,0
1.085,0.12123,0.22109,2.83,0,0
1.1003,0.11915,0.22013,2.84,0,0
1.1154,0.11715,0.21914,2.85,0,0
1.1304,0.11514,0.21814,2.86,0,0
1.1452,0.11321,0.21711,2.87,0,0
1.1599,0.11128,0.21608,2.88,0,0
1.1744,0.10942,0.21502,2.89,0,0
1.1888,0.10755,0.21396,2.9,0,0
1.203,0.10576,0.21288,2.91,0,0
1.2172,0.10397,0.2118,2.92,0,0
1.2312,0.10224,0.2107,2.93,0,0
1.2452,0.10051,0.20959,2.94,0,0
1.2587,0.098869,0.20849,2.95,0,0
1.2722,0.09723,0.20739,2.96,0,0
1.2853,0.095683,0.2063,2.97,0,0
1.2983,0.094136,0.20521,2.98,0,0
1.3109,0.092678,0.20413,2.99,0,0
1.3234,0.091219,0.20306,3,0,0
1.3356,0.089839,0.202,3.01,0,0
1.3478,0.088459,0.20094,3.02,0,0
1.3596,0.08715,0.19989,3.03,0,0
1.3713,0.085841,0.19884,3.04,0,0
1.3828,0.084598,0.19781,3.05,0,0
1.3942,0.083355,0.19678,3.06,0,0
1.4053,0.082178,0.19576,3.07,0,0
1.4163,0.081,0.19474,3.08,0,0
1.427,0.079888,0.19375,3.09,0,0
1.4377,0.078776,0.19276,3.1,0,0
1.448,0.077729,0.19179,3.11,0,0
1.4582,0.076683,0.19083,3.12,0,0
1.4681,0.075701,0.18989,3.13,0,0
1.4779,0.07472,0.18896,3.14,0,0
1.4873,0.073804,0.18807,3.15,0,0
1.4966,0.072889,0.18717,3.16,0,0
1.5055,0.072039,0.18632,3.17,0,0
1.5144,0.071189,0.18547,3.18,0,0
1.5228,0.070404,0.18467,3.19,0,0
1.5311,0.069619,0.18387,3.2,0,0
1.539,0.0689,0.18312,3.21,0,0
1.5468,0.068181,0.18238,3.22,0,0
1.5541,0.067527,0.18169,3.23,0,0
1.5614,0.066873,0.181,3.24,0,0
1.5681,0.066286,0.18037,3.25,0,0
1.5748,0.065699,0.17974,3.26,0,0
1.5808,0.065178,0.17919,3.27,0,0
1.5869,0.064658,0.17863,3.28,0,0
1.5922,0.064207,0.17815,3.29,0,0
1.5976,0.063755,0.17767,3.3,0,0
1.6023,0.063375,0.17727,3.31,0,0
1.607,0.062994,0.17686,3.32,0,0
1.6109,0.062688,0.17655,3.33,0,0
1.6147,0.062381,0.17624,3.34,0,0
1.6178,0.062151,0.17602,3.35,0,0
1.6209,0.061922,0.1758,3.36,0,0
1.6231,0.061775,0.17569,3.37,0,0
1.6252,0.061628,0.17557,3.38,0,0
1.6264,0.061569,0.17557,3.39,0,0
1.6276,0.06151,0.17557,3.4,0,0
1.6277,0.061547,0.1757,3.41,0,0
1.6279,0.061584,0.17582,3.42,0,0
1.6268,0.061727,0.17608,3.43,0,0
1.6258,0.061869,0.17634,3.44,0,0
1.6235,0.062127,0.17676,3.45,0,0
1.6212,0.062386,0.17717,3.46,0,0
1.6175,0.062773,0.17774,3.47,0,0
1.6139,0.063161,0.17832,3.48,0,0
1.6087,0.063694,0.17907,3.49,0,0
1.6035,0.064227,0.17983,3.5,0,0
1.5967,0.064923,0.18077,3.51,0,0
1.5899,0.065619,0.18172,3.52,0,0
1.5813,0.066498,0.18288,3.53,0,0
1.5728,0.067377,0.18404,3.54,0,0
1.5624,0.068462,0.18542,3.55,0,0
1.552,0.069546,0.1868,3.56,0,0
1.5397,0.070858,0.18842,3.57,0,0
1.5274,0.07217,0.19003,3.58,0,0
1.5132,0.073729,0.19187,3.59,0,0
1.499,0.075288,0.19371,3.6,0,0
1.483,0.077108,0.19577,3.61,0,0
1.467,0.078928,0.19784,3.62,0,0
1.4494,0.081015,0.2001,3.63,0,0
1.4318,0.083101,0.20236,3.64,0,0
1.4129,0.085446,0.20478,3.65,0,0
1.394,0.087791,0.2072,3.66,0,0
1.3741,0.090369,0.20974,3.67,0,0
1.3543,0.092947,0.21227,3.68,0,0
1.334,0.095716,0.21486,3.69,0,0
1.3136,0.098486,0.21745,3.7,0,0
1.2933,0.1014,0.22004,3.71,0,0
1.273,0.10431,0.22263,3.72,0,0
1.2529,0.10732,0.22517,3.73,0,0
1.2328,0.11033,0.22771,3.74,0,0
1.2136,0.11334,0.23013,3.75,0,0
1.1944,0.11636,0.23254,3.76,0,0
1.1771,0.1192,0.23474,3.77,0,0
1.1598,0.12204,0.23694,3.78,0,0
1.1445,0.12466,0.23892,3.79,0,0
1.1291,0.12729,0.24089,3.8,0,0
1.1156,0.12969,0.24265,3.81,0,0
1.1022,0.13209,0.24441,3.82,0,0
1.0903,0.13427,0.24597,3.83,0,0
1.0784,0.13645,0.24754,3.84,0,0
1.0678,0.13846,0.24895,3.85,0,0
1.0572,0.14046,0.25035,3.86,0,0
1.0476,0.14231,0.25164,3.87,0,0
1.0381,0.14417,0.25292,3.88,0,0
1.0293,0.14591,0.25411,3.89,0,0
1.0206,0.14765,0.2553,3.9,0,0
1.0125,0.14929,0.2564,3.91,0,0
1.0044,0.15093,0.25751,3.92,0,0
0.99698,0.15247,0.25855,3.93,0,0
0.98954,0.15402,0.25959,3.94,0,0
0.98267,0.15548,0.26057,3.95,0,0
0.9758,0.15694,0.26155,3.96,0,0
0.96946,0.15832,0.26248,3.97,0,0
0.96313,0.1597,0.2634,3.98,0,0
0.95731,0.161,0.26427,3.99,0,0
0.95149,0.1623,0.26515,4,0,0
0.94617,0.16351,0.26598,4.01,0,0
0.94084,0.16473,0.2668,4.02,0,0
0.93601,0.16587,0.26758,4.03,0,0
0.93118,0.167,0.26837,4.04,0,0
0.92684,0.16805,0.26911,4.05,0,0
0.92249,0.16911,0.26984,4.06,0,0
0.91862,0.17008,0.27054,4.07,0,0
0.91476,0.17105,0.27124,4.08,0,0
0.91137,0.17193,0.27189,4.09,0,0
0.90797,0.17282,0.27255,4.1,0,0
0.90504,0.17362,0.27316,4.11,0,0
0.90211,0.17442,0.27378,4.12,0,0
0.89962,0.17514,0.27436,4.13,0,0
0.89714,0.17586,0.27494,4.14,0,0
0.89509,0.1765,0.27548,4.15,0,0
0.89303,0.17713,0.27602,4.16,0,0
0.8914,0.17769,0.27653,4.17,0,0
0.88976,0.17825,0.27704,4.18,0,0
0.88852,0.17874,0.27751,4.19,0,0
0.88728,0.17922,0.27799,4.2,0,0
0.88643,0.17963,0.27843,4.21,0,0
0.88557,0.18004,0.27887,4.22,0,0
0.88508,0.18037,0.27928,4.23,0,0
0.88458,0.18071,0.27969,4.24,0,0
0.88443,0.18098,0.28008,4.25,0,0
0.88428,0.18125,0.28046,4.26,0,0
0.88446,0.18145,0.28081,4.27,0,0
0.88463,0.18166,0.28117,4.28,0,0
0.88512,0.1818,0.28149,4.29,0,0
0.8856,0.18194,0.28182,4.3,0,0
0.88638,0.18202,0.28212,4.31,0,0
0.88716,0.1821,0.28242,4.32,0,0
0.88822,0.18212,0.2827,4.33,0,0
0.88929,0.18214,0.28297,4.34,0,0
0.89063,0.18211,0.28322,4.35,0,0
0.89198,0.18207,0.28347,4.36,0,0
0.89362,0.18197,0.2837,4.37,0,0
0.89526,0.18188,0.28392,4.38,0,0
0.8972,0.18172,0.28412,4.39,0,0
0.89914,0.18156,0.28431,4.4,0,0
0.9014,0.18134,0.28448,4.41,0,0
0.90367,0.18111,0.28464,4.42,0,0
0.90629,0.18081,0.28477,4.43,0,0
0.90892,0.18052,0.28491,4.44,0,0
0.91193,0.18014,0.285,4.45,0,0
0.91495,0.17976,0.28509,4.46,0,0
0.91841,0.17929,0.28515,4.47,0,0
0.92186,0.17882,0.2852,4.48,0,0
0.92579,0.17825,0.2852,4.49,0,0
0.92972,0.17769,0.2852,4.5,0,0
0.93415,0.17702,0.28515,4.51,0,0
0.93859,0.17635,0.2851,4.52,0,0
0.94355,0.17558,0.28499,4.53,0,0
0.94852,0.1748,0.28489,4.54,0,0
0.95403,0.17391,0.28471,4.55,0,0
0.95954,0.17303,0.28454,4.56,0,0
0.96559,0.17203,0.2843,4.57,0,0
0.97165,0.17103,0.28406,4.58,0,0
0.97825,0.16993,0.28375,4.59,0,0
0.98484,0.16882,0.28344,4.6,0,0
0.99196,0.16761,0.28306,4.61,0,0
0.99907,0.16641,0.28267,4.62,0,0
1.0067,0.1651,0.28222,4.63,0,0
1.0143,0.1638,0.28176,4.64,0,0
1.0223,0.16242,0.28123,4.65,0,0
1.0304,0.16103,0.2807,4.66,0,0
1.0388,0.15957,0.2801,4.67,0,0
1.0473,0.15811,0.2795,4.68,0,0
1.0561,0.15659,0.27883,4.69,0,0
1.0649,0.15507,0.27816,4.7,0,0
1.074,0.1535,0.27743,4.71,0,0
1.0832,0.15192,0.2767,4.72,0,0
1.0926,0.15031,0.2759,4.73,0,0
1.102,0.1487,0.2751,4.74,0,0
1.1116,0.14706,0.27425,4.75,0,0
1.1212,0.14543,0.27339,4.76,0,0
1.131,0.14377,0.27248,4.77,0,0
1.1408,0.14212,0.27157,4.78,0,0
1.1507,0.14045,0.27062,4.79,0,0
1.1606,0.13879,0.26966,4.8,0,0
1.1707,0.13712,0.26866,4.81,0,0
1.1807,0.13546,0.26765,4.82,0,0
1.1908,0.13381,0.26661,4.83,0,0
1.2009,0.13215,0.26557,4.84,0,0
1.2111,0.13051,0.26449,4.85,0,0
1.2213,0.12887,0.26341,4.86,0,0
1.2315,0.12724,0.26231,4.87,0,0
1.2418,0.12561,0.2612,4.88,0,0
1.2519,0.12402,0.26007,4.89,0,0
1.2621,0.12243,0.25894,4.9,0,0
1.2722,0.12088,0.2578,4.91,0,0
1.2822,0.11933,0.25666,4.92,0,0
1.2921,0.11783,0.25552,4.93,0,0
1.302,0.11634,0.25438,4.94,0,0
1.3117,0.11489,0.25325,4.95,0,0
