"Mach","Pressure","Temperature","p","u","x","Points:0","Points:1","Points:2"
1.0276,1.0424e+05,283.89,0.12974,352.97,6.1988,40.292,0,0
1.0163,1.0585e+05,284.98,0.13175,349.75,6.21,40.365,0,0
1.005,1.0747e+05,286.07,0.13377,346.53,6.2213,40.438,0,0
0.99363,1.0909e+05,287.16,0.13578,343.32,6.2325,40.512,0,0
0.98444,1.1052e+05,288.05,0.13756,340.68,6.2438,40.585,0,0
0.97695,1.1179e+05,288.78,0.13914,338.5,6.255,40.658,0,0
0.96945,1.1307e+05,289.51,0.14073,336.32,6.2663,40.731,0,0
0.96195,1.1434e+05,290.24,0.14232,334.13,6.2775,40.804,0,0
0.95445,1.1562e+05,290.97,0.1439,331.95,6.2888,40.877,0,0
0.94696,1.1689e+05,291.7,0.14549,329.77,6.3,40.95,0,0
0.93946,1.1817e+05,292.43,0.14708,327.59,6.3113,41.023,0,0
0.93402,1.1929e+05,292.99,0.14847,326,6.3225,41.096,0,0
0.92933,1.2035e+05,293.48,0.14979,324.63,6.3338,41.169,0,0
0.92465,1.2141e+05,293.97,0.15112,323.26,6.345,41.243,0,0
0.91996,1.2247e+05,294.47,0.15244,321.89,6.3562,41.316,0,0
0.91528,1.2354e+05,294.96,0.15376,320.52,6.3675,41.389,0,0
0.9106,1.246e+05,295.45,0.15508,319.15,6.3787,41.462,0,0
0.90591,1.2566e+05,295.94,0.15641,317.78,6.39,41.535,0,0
0.90493,1.2652e+05,296.01,0.15747,317.48,6.4012,41.608,0,0
0.90435,1.2735e+05,296.03,0.15851,317.28,6.4125,41.681,0,0
0.90376,1.2819e+05,296.06,0.15955,317.09,6.4237,41.754,0,0
0.90318,1.2902e+05,296.08,0.16059,316.9,6.435,41.827,0,0
0.90259,1.2985e+05,296.11,0.16162,316.71,6.4462,41.9,0,0
0.90201,1.3069e+05,296.13,0.16266,316.52,6.4575,41.973,0,0
0.90128,1.3152e+05,296.18,0.1637,316.29,6.4687,42.047,0,0
0.89873,1.3239e+05,296.54,0.16478,315.58,6.48,42.12,0,0
0.89619,1.3326e+05,296.9,0.16586,314.87,6.4912,42.193,0,0
0.89364,1.3412e+05,297.25,0.16693,314.17,6.5024,42.266,0,0
0.8911,1.3499e+05,297.61,0.16801,313.46,6.5137,42.339,0,0
0.88855,1.3585e+05,297.97,0.16909,312.75,6.5249,42.412,0,0
0.88601,1.3672e+05,298.33,0.17017,312.05,6.5362,42.485,0,0
0.8848,1.3745e+05,298.53,0.17108,311.73,6.5474,42.558,0,0
0.88763,1.3778e+05,298.26,0.17149,312.58,6.5587,42.631,0,0
0.89047,1.3811e+05,297.98,0.1719,313.44,6.5699,42.704,0,0
0.8933,1.3844e+05,297.71,0.17231,314.29,6.5812,42.778,0,0
0.89614,1.3877e+05,297.44,0.17272,315.14,6.5924,42.851,0,0
0.89897,1.3909e+05,297.17,0.17313,316,6.6037,42.924,0,0
0.90181,1.3942e+05,296.9,0.17354,316.85,6.6149,42.997,0,0
0.90333,1.3974e+05,296.79,0.17394,317.33,6.6262,43.07,0,0
0.90304,1.4005e+05,296.93,0.17432,317.3,6.6374,43.143,0,0
0.90275,1.4036e+05,297.06,0.1747,317.27,6.6486,43.216,0,0
0.90246,1.4067e+05,297.19,0.17509,317.24,6.6599,43.289,0,0
0.90217,1.4098e+05,297.32,0.17547,317.21,6.6711,43.362,0,0
0.90188,1.4129e+05,297.46,0.17586,317.18,6.6824,43.436,0,0
0.90159,1.416e+05,297.59,0.17624,317.15,6.6936,43.509,0,0
0.90316,1.4178e+05,297.5,0.17647,317.65,6.7049,43.582,0,0
0.90599,1.4188e+05,297.25,0.1766,318.51,6.7161,43.655,0,0
0.90883,1.4198e+05,297,0.17672,319.37,6.7274,43.728,0,0
0.91167,1.4208e+05,296.75,0.17685,320.24,6.7386,43.801,0,0
0.91451,1.4218e+05,296.51,0.17697,321.1,6.7499,43.874,0,0
0.91734,1.4228e+05,296.26,0.17709,321.96,6.7611,43.947,0,0
0.92018,1.4238e+05,296.01,0.17722,322.82,6.7724,44.02,0,0
0.92327,1.4221e+05,295.79,0.17701,323.79,6.7836,44.093,0,0
0.92645,1.4196e+05,295.59,0.1767,324.79,6.7948,44.167,0,0
0.92962,1.4171e+05,295.38,0.17639,325.79,6.8061,44.24,0,0
0.9328,1.4146e+05,295.17,0.17607,326.78,6.8173,44.313,0,0
0.93597,1.4121e+05,294.96,0.17576,327.78,6.8286,44.386,0,0
0.93915,1.4096e+05,294.76,0.17545,328.78,6.8398,44.459,0,0
0.94232,1.4071e+05,294.55,0.17514,329.78,6.8511,44.532,0,0
0.94681,1.401e+05,294.14,0.17438,331.11,6.8623,44.605,0,0
0.95139,1.3947e+05,293.71,0.17359,332.47,6.8736,44.678,0,0
0.95598,1.3883e+05,293.28,0.1728,333.82,6.8848,44.751,0,0
0.96056,1.3819e+05,292.86,0.172,335.18,6.8961,44.824,0,0
0.96514,1.3756e+05,292.43,0.17121,336.53,6.9073,44.897,0,0
0.96972,1.3692e+05,292.01,0.17042,337.89,6.9186,44.971,0,0
0.97428,1.3628e+05,291.59,0.16962,339.24,6.9298,45.044,0,0
0.97869,1.3561e+05,291.21,0.16879,340.55,6.941,45.117,0,0
0.98309,1.3494e+05,290.83,0.16796,341.86,6.9523,45.19,0,0
0.9875,1.3427e+05,290.46,0.16713,343.16,6.9635,45.263,0,0
0.9919,1.3361e+05,290.08,0.16629,344.47,6.9748,45.336,0,0
0.99631,1.3294e+05,289.7,0.16546,345.78,6.986,45.409,0,0
1.0007,1.3227e+05,289.32,0.16463,347.09,6.9973,45.482,0,0
1.0054,1.3158e+05,288.91,0.16378,348.48,7.0085,45.555,0,0
1.011,1.3087e+05,288.41,0.16289,350.1,7.0198,45.628,0,0
1.0166,1.3015e+05,287.92,0.16199,351.72,7.031,45.702,0,0
1.0221,1.2943e+05,287.42,0.1611,353.34,7.0423,45.775,0,0
1.0277,1.2871e+05,286.92,0.1602,354.95,7.0535,45.848,0,0
1.0333,1.2799e+05,286.42,0.15931,356.57,7.0648,45.921,0,0
1.0388,1.2728e+05,285.92,0.15842,358.19,7.076,45.994,0,0
1.045,1.2648e+05,285.37,0.15743,359.95,7.0872,46.067,0,0
1.0517,1.256e+05,284.76,0.15633,361.88,7.0985,46.14,0,0
1.0585,1.2472e+05,284.14,0.15524,363.8,7.1097,46.213,0,0
1.0653,1.2384e+05,283.53,0.15414,365.73,7.121,46.286,0,0
1.072,1.2296e+05,282.91,0.15305,367.66,7.1322,46.36,0,0
1.0788,1.2208e+05,282.3,0.15195,369.59,7.1435,46.433,0,0
1.0856,1.212e+05,281.68,0.15086,371.51,7.1547,46.506,0,0
1.0932,1.2019e+05,280.97,0.1496,373.65,7.166,46.579,0,0
1.1014,1.191e+05,280.2,0.14824,375.91,7.1772,46.652,0,0
1.1096,1.1802e+05,279.43,0.14689,378.17,7.1885,46.725,0,0
1.1178,1.1693e+05,278.66,0.14554,380.43,7.1997,46.798,0,0
1.126,1.1584e+05,277.89,0.14418,382.69,7.211,46.871,0,0
1.1341,1.1475e+05,277.12,0.14283,384.96,7.2222,46.944,0,0
1.1423,1.1366e+05,276.35,0.14147,387.22,7.2334,47.017,0,0
1.1514,1.1248e+05,275.48,0.14,389.67,7.2447,47.09,0,0
1.1608,1.1127e+05,274.58,0.13849,392.16,7.2559,47.164,0,0
1.1701,1.1006e+05,273.68,0.13699,394.66,7.2672,47.237,0,0
1.1795,1.0885e+05,272.78,0.13548,397.16,7.2784,47.31,0,0
1.1888,1.0764e+05,271.88,0.13397,399.65,7.2897,47.383,0,0
1.1982,1.0643e+05,270.98,0.13247,402.15,7.3009,47.456,0,0
1.2075,1.0522e+05,270.08,0.13096,404.65,7.3122,47.529,0,0
1.2172,1.0401e+05,269.14,0.12946,407.15,7.3234,47.602,0,0
1.2269,1.0281e+05,268.2,0.12796,409.65,7.3347,47.675,0,0
1.2366,1.0161e+05,267.26,0.12646,412.15,7.3459,47.748,0,0
1.2463,1.004e+05,266.32,0.12497,414.65,7.3572,47.821,0,0
1.256,99197,265.39,0.12347,417.16,7.3684,47.895,0,0
1.2657,97992,264.45,0.12197,419.66,7.3796,47.968,0,0
1.2754,96796,263.51,0.12048,422.15,7.3909,48.041,0,0
1.2851,95648,262.56,0.11905,424.56,7.4021,48.114,0,0
1.2948,94501,261.61,0.11762,426.97,7.4134,48.187,0,0
1.3045,93353,260.67,0.11619,429.39,7.4246,48.26,0,0
1.3142,92205,259.72,0.11476,431.8,7.4359,48.333,0,0
1.3239,91058,258.78,0.11334,434.22,7.4471,48.406,0,0
1.3336,89910,257.83,0.11191,436.63,7.4584,48.479,0,0
1.3432,88794,256.89,0.11052,438.99,7.4696,48.553,0,0
1.3526,87748,255.98,0.10922,441.22,7.4809,48.626,0,0
1.3619,86701,255.07,0.10791,443.46,7.4921,48.699,0,0
1.3712,85655,254.16,0.10661,445.7,7.5034,48.772,0,0
1.3806,84609,253.25,0.10531,447.93,7.5146,48.845,0,0
1.3899,83562,252.34,0.10401,450.17,7.5258,48.918,0,0
1.3993,82516,251.42,0.1027,452.41,7.5371,48.991,0,0
1.4083,81540,250.55,0.10149,454.52,7.5483,49.064,0,0
1.4168,80639,249.71,0.10037,456.5,7.5596,49.137,0,0
1.4254,79737,248.88,0.099246,458.48,7.5708,49.21,0,0
1.434,78836,248.04,0.098124,460.46,7.5821,49.284,0,0
1.4426,77934,247.21,0.097002,462.44,7.5933,49.357,0,0
1.4511,77033,246.37,0.09588,464.42,7.6046,49.43,0,0
1.4597,76132,245.54,0.094758,466.4,7.6158,49.503,0,0
1.4675,75342,244.78,0.093775,468.17,7.6271,49.576,0,0
1.4749,74609,244.06,0.092863,469.83,7.6383,49.649,0,0
1.4824,73876,243.35,0.091951,471.49,7.6496,49.722,0,0
1.4898,73144,242.63,0.091039,473.15,7.6608,49.795,0,0
1.4972,72411,241.91,0.090127,474.81,7.672,49.868,0,0
1.5046,71678,241.2,0.089215,476.47,7.6833,49.941,0,0
1.5121,70946,240.48,0.088303,478.13,7.6945,50.014,0,0
1.5183,70357,239.88,0.08757,479.51,7.7058,50.088,0,0
1.5244,69796,239.3,0.086873,480.82,7.717,50.161,0,0
1.5305,69236,238.72,0.086176,482.14,7.7283,50.234,0,0
1.5365,68676,238.13,0.085479,483.46,7.7395,50.307,0,0
1.5426,68116,237.55,0.084782,484.78,7.7508,50.38,0,0
1.5486,67556,236.97,0.084085,486.1,7.762,50.453,0,0
1.5547,66997,236.39,0.083389,487.42,7.7733,50.526,0,0
1.5589,66648,236.01,0.082955,488.35,7.7845,50.599,0,0
1.5632,66299,235.63,0.08252,489.29,7.7958,50.672,0,0
1.5675,65950,235.25,0.082086,490.22,7.807,50.745,0,0
1.5717,65601,234.87,0.081651,491.16,7.8182,50.819,0,0
1.576,65252,234.49,0.081217,492.09,7.8295,50.892,0,0
1.5803,64903,234.11,0.080783,493.03,7.8407,50.965,0,0
1.5841,64595,233.76,0.080399,493.89,7.852,51.038,0,0
1.5863,64477,233.59,0.080252,494.37,7.8632,51.111,0,0
1.5885,64359,233.41,0.080105,494.85,7.8745,51.184,0,0
1.5906,64240,233.23,0.079958,495.34,7.8857,51.257,0,0
1.5928,64122,233.06,0.079811,495.82,7.897,51.33,0,0
1.5949,64004,232.88,0.079663,496.3,7.9082,51.403,0,0
1.5971,63886,232.7,0.079516,496.79,7.9195,51.477,0,0
1.5992,63799,232.51,0.079409,497.26,7.9307,51.55,0,0
1.6014,63772,232.29,0.079374,497.7,7.942,51.623,0,0
1.6036,63744,232.08,0.07934,498.14,7.9532,51.696,0,0
1.6058,63716,231.86,0.079305,498.59,7.9644,51.769,0,0
1.608,63689,231.64,0.079271,499.03,7.9757,51.842,0,0
1.6102,63661,231.42,0.079237,499.48,7.9869,51.915,0,0
1.6124,63634,231.2,0.079202,499.92,7.9982,51.988,0,0
1.6125,63756,231.19,0.079354,499.94,8.0094,52.061,0,0
1.6106,64015,231.38,0.079677,499.56,8.0207,52.134,0,0
1.6087,64275,231.57,0.08,499.18,8.0319,52.208,0,0
1.6068,64534,231.76,0.080323,498.8,8.0432,52.281,0,0
1.6049,64794,231.95,0.080646,498.42,8.0544,52.354,0,0
1.6031,65053,232.14,0.08097,498.04,8.0657,52.427,0,0
1.6012,65313,232.32,0.081293,497.66,8.0769,52.5,0,0
1.5959,65871,232.84,0.081987,496.56,8.0882,52.573,0,0
1.5891,66561,233.51,0.082846,495.15,8.0994,52.646,0,0
1.5824,67251,234.18,0.083705,493.73,8.1106,52.719,0,0
1.5756,67941,234.85,0.084564,492.32,8.1219,52.792,0,0
1.5688,68631,235.52,0.085423,490.9,8.1331,52.865,0,0
1.562,69321,236.19,0.086281,489.48,8.1444,52.938,0,0
1.5553,70011,236.85,0.08714,488.07,8.1556,53.012,0,0
1.5457,71068,237.82,0.088455,486.01,8.1669,53.085,0,0
1.5357,72181,238.82,0.089841,483.85,8.1781,53.158,0,0
1.5257,73294,239.83,0.091226,481.7,8.1894,53.231,0,0
1.5156,74407,240.84,0.092612,479.54,8.2006,53.304,0,0
1.5056,75521,241.85,0.093998,477.38,8.2119,53.377,0,0
1.4956,76634,242.86,0.095384,475.22,8.2231,53.45,0,0
1.4855,77761,243.87,0.096787,473.05,8.2344,53.523,0,0
1.4736,79241,245.09,0.098629,470.36,8.2456,53.596,0,0
1.4617,80721,246.31,0.10047,467.68,8.2568,53.669,0,0
1.4498,82202,247.53,0.10231,465,8.2681,53.743,0,0
1.4379,83682,248.75,0.10416,462.31,8.2793,53.816,0,0
1.426,85162,249.96,0.106,459.63,8.2906,53.889,0,0
1.4141,86642,251.18,0.10784,456.95,8.3018,53.962,0,0
1.4023,88152,252.4,0.10972,454.26,8.3131,54.035,0,0
1.3907,89771,253.6,0.11173,451.52,8.3243,54.108,0,0
1.3791,91390,254.8,0.11375,448.79,8.3356,54.181,0,0
1.3676,93010,255.99,0.11577,446.06,8.3468,54.254,0,0
1.356,94629,257.19,0.11778,443.32,8.3581,54.327,0,0
1.3444,96249,258.39,0.1198,440.59,8.3693,54.401,0,0
1.3329,97868,259.59,0.12181,437.86,8.3806,54.474,0,0
1.3221,99442,260.71,0.12377,435.29,8.3918,54.547,0,0
1.3128,1.0094e+05,261.69,0.12564,432.98,8.403,54.62,0,0
1.3034,1.0244e+05,262.67,0.1275,430.67,8.4143,54.693,0,0
1.294,1.0394e+05,263.65,0.12937,428.37,8.4255,54.766,0,0
1.2846,1.0544e+05,264.63,0.13124,426.06,8.4368,54.839,0,0
1.2753,1.0694e+05,265.61,0.13311,423.75,8.448,54.912,0,0
1.2659,1.0844e+05,266.59,0.13497,421.44,8.4593,54.985,0,0
1.2581,1.0976e+05,267.41,0.13661,419.51,8.4705,55.058,0,0
1.2517,1.1094e+05,268.1,0.13808,417.89,8.4818,55.132,0,0
1.2452,1.1211e+05,268.79,0.13954,416.26,8.493,55.205,0,0
1.2388,1.1329e+05,269.47,0.141,414.63,8.5043,55.278,0,0
1.2324,1.1446e+05,270.16,0.14247,413.01,8.5155,55.351,0,0
1.2259,1.1564e+05,270.85,0.14393,411.38,8.5268,55.424,0,0
1.2195,1.1681e+05,271.54,0.14539,409.75,8.538,55.497,0,0
1.2145,1.1778e+05,272.08,0.14659,408.49,8.5492,55.57,0,0
1.2101,1.1867e+05,272.56,0.1477,407.37,8.5605,55.643,0,0
1.2058,1.1956e+05,273.03,0.14881,406.25,8.5717,55.716,0,0
1.2014,1.2044e+05,273.51,0.14991,405.13,8.583,55.789,0,0
1.197,1.2133e+05,273.99,0.15102,404.01,8.5942,55.862,0,0
1.1926,1.2222e+05,274.47,0.15212,402.89,8.6055,55.936,0,0
1.1883,1.2311e+05,274.95,0.15323,401.77,8.6167,56.009,0,0
1.1857,1.2382e+05,275.23,0.15411,401.12,8.628,56.082,0,0
1.1834,1.2451e+05,275.49,0.15497,400.52,8.6392,56.155,0,0
1.1811,1.252e+05,275.74,0.15583,399.91,8.6505,56.228,0,0
1.1787,1.2589e+05,276,0.15669,399.31,8.6617,56.301,0,0
1.1764,1.2658e+05,276.26,0.15755,398.71,8.673,56.374,0,0
1.1741,1.2727e+05,276.52,0.1584,398.11,8.6842,56.447,0,0
1.1718,1.2795e+05,276.77,0.15926,397.52,8.6954,56.52,0,0
1.1701,1.2855e+05,277.01,0.16001,397.1,8.7067,56.593,0,0
1.1684,1.2916e+05,277.24,0.16076,396.69,8.7179,56.667,0,0
1.1667,1.2976e+05,277.47,0.16151,396.28,8.7292,56.74,0,0
1.165,1.3037e+05,277.7,0.16226,395.87,8.7404,56.813,0,0
1.1633,1.3097e+05,277.94,0.16301,395.46,8.7517,56.886,0,0
1.1616,1.3157e+05,278.17,0.16377,395.04,8.7629,56.959,0,0
1.1605,1.3211e+05,278.33,0.16444,394.78,8.7742,57.032,0,0
1.1613,1.3244e+05,278.25,0.16485,395,8.7854,57.105,0,0
1.1621,1.3278e+05,278.18,0.16526,395.21,8.7967,57.178,0,0
1.1628,1.3311e+05,278.11,0.16567,395.43,8.8079,57.251,0,0
1.1636,1.3344e+05,278.03,0.16609,395.64,8.8192,57.325,0,0
1.1644,1.3377e+05,277.96,0.1665,395.85,8.8304,57.398,0,0
1.1652,1.341e+05,277.88,0.16691,396.07,8.8416,57.471,0,0
1.1655,1.3439e+05,277.89,0.16727,396.19,8.8529,57.544,0,0
1.1653,1.3463e+05,278,0.16757,396.18,8.8641,57.617,0,0
1.165,1.3487e+05,278.11,0.16787,396.18,8.8754,57.69,0,0
1.1648,1.3511e+05,278.22,0.16816,396.17,8.8866,57.763,0,0
1.1645,1.3534e+05,278.34,0.16846,396.17,8.8979,57.836,0,0
1.1643,1.3558e+05,278.45,0.16875,396.16,8.9091,57.909,0,0
1.164,1.3582e+05,278.56,0.16905,396.16,8.9204,57.982,0,0
1.1651,1.3588e+05,278.52,0.16912,396.49,8.9316,58.056,0,0
1.1671,1.3582e+05,278.37,0.16904,397.06,8.9429,58.129,0,0
1.1691,1.3575e+05,278.21,0.16897,397.63,8.9541,58.202,0,0
1.1711,1.3569e+05,278.06,0.16889,398.2,8.9654,58.275,0,0
1.1731,1.3563e+05,277.91,0.16881,398.77,8.9766,58.348,0,0
1.1751,1.3556e+05,277.76,0.16873,399.34,8.9878,58.421,0,0
1.1771,1.355e+05,277.61,0.16865,399.91,8.9991,58.494,0,0
1.1801,1.3509e+05,277.34,0.16815,400.76,9.0103,58.567,0,0
1.1836,1.3458e+05,277.04,0.16751,401.7,9.0216,58.64,0,0
1.187,1.3407e+05,276.73,0.16687,402.63,9.0328,58.713,0,0
1.1904,1.3355e+05,276.42,0.16623,403.57,9.0441,58.786,0,0
1.1938,1.3304e+05,276.12,0.16559,404.51,9.0553,58.86,0,0
1.1973,1.3253e+05,275.81,0.16495,405.45,9.0666,58.933,0,0
1.2007,1.3201e+05,275.51,0.16431,406.39,9.0778,59.006,0,0
1.2051,1.3132e+05,275.06,0.16345,407.55,9.0891,59.079,0,0
1.2096,1.3062e+05,274.6,0.16258,408.73,9.1003,59.152,0,0
1.2142,1.2992e+05,274.14,0.16171,409.91,9.1116,59.225,0,0
1.2187,1.2922e+05,273.68,0.16083,411.09,9.1228,59.298,0,0
1.2232,1.2852e+05,273.22,0.15996,412.27,9.134,59.371,0,0
1.2277,1.2782e+05,272.76,0.15909,413.45,9.1453,59.444,0,0
1.2323,1.2711e+05,272.3,0.15821,414.64,9.1565,59.518,0,0
1.2372,1.2636e+05,271.82,0.15728,415.92,9.1678,59.591,0,0
1.2421,1.2562e+05,271.35,0.15635,417.2,9.179,59.664,0,0
1.247,1.2487e+05,270.87,0.15542,418.48,9.1903,59.737,0,0
1.2519,1.2413e+05,270.4,0.1545,419.76,9.2015,59.81,0,0
1.2568,1.2338e+05,269.93,0.15357,421.05,9.2128,59.883,0,0
1.2618,1.2264e+05,269.45,0.15264,422.33,9.224,59.956,0,0
1.2669,1.2187e+05,268.95,0.15168,423.65,9.2353,60.029,0,0
1.2725,1.2104e+05,268.4,0.15066,425.1,9.2465,60.102,0,0
1.2782,1.2022e+05,267.85,0.14963,426.54,9.2578,60.175,0,0
1.2839,1.194e+05,267.29,0.14861,427.99,9.269,60.249,0,0
1.2895,1.1857e+05,266.74,0.14758,429.43,9.2802,60.322,0,0
1.2952,1.1775e+05,266.19,0.14656,430.88,9.2915,60.395,0,0
1.3009,1.1692e+05,265.63,0.14553,432.32,9.3027,60.468,0,0
1.3069,1.1605e+05,265.04,0.14445,433.84,9.314,60.541,0,0
1.3134,1.1513e+05,264.39,0.1433,435.45,9.3252,60.614,0,0
1.3199,1.1421e+05,263.74,0.14216,437.05,9.3365,60.687,0,0
1.3263,1.1329e+05,263.1,0.14101,438.65,9.3477,60.76,0,0
1.3328,1.1237e+05,262.45,0.13986,440.26,9.359,60.833,0,0
1.3393,1.1145e+05,261.81,0.13872,441.86,9.3702,60.906,0,0
1.3458,1.1053e+05,261.16,0.13757,443.47,9.3815,60.979,0,0
1.3527,1.0956e+05,260.46,0.13637,445.13,9.3927,61.053,0,0
1.3598,1.0858e+05,259.71,0.13514,446.83,9.404,61.126,0,0
1.367,1.0759e+05,258.97,0.13391,448.54,9.4152,61.199,0,0
1.3742,1.066e+05,258.23,0.13269,450.24,9.4264,61.272,0,0
1.3813,1.0562e+05,257.49,0.13146,451.94,9.4377,61.345,0,0
1.3885,1.0463e+05,256.74,0.13023,453.65,9.4489,61.418,0,0
1.3957,1.0364e+05,256,0.129,455.35,9.4602,61.491,0,0
1.403,1.0266e+05,255.25,0.12778,457.06,9.4714,61.564,0,0
1.4104,1.0168e+05,254.5,0.12656,458.77,9.4827,61.637,0,0
1.4178,1.007e+05,253.75,0.12534,460.49,9.4939,61.71,0,0
1.4252,99724,252.99,0.12412,462.2,9.5052,61.784,0,0
1.4326,98745,252.24,0.1229,463.91,9.5164,61.857,0,0
1.44,97765,251.49,0.12168,465.62,9.5277,61.93,0,0
1.4474,96785,250.74,0.12047,467.34,9.5389,62.003,0,0
1.4546,95862,250,0.11932,468.97,9.5502,62.076,0,0
1.4619,94940,249.27,0.11817,470.61,9.5614,62.149,0,0
1.4692,94018,248.54,0.11702,472.24,9.5726,62.222,0,0
1.4764,93096,247.8,0.11587,473.88,9.5839,62.295,0,0
1.4837,92174,247.07,0.11473,475.51,9.5951,62.368,0,0
1.491,91252,246.33,0.11358,477.14,9.6064,62.442,0,0
1.4982,90344,245.61,0.11245,478.76,9.6176,62.515,0,0
1.5049,89522,244.92,0.11142,480.24,9.6289,62.588,0,0
1.5117,88700,244.24,0.1104,481.72,9.6401,62.661,0,0
1.5185,87879,243.56,0.10938,483.21,9.6514,62.734,0,0
1.5253,87057,242.87,0.10836,484.69,9.6626,62.807,0,0
1.5321,86235,242.19,0.10733,486.17,9.6739,62.88,0,0
1.5389,85413,241.51,0.10631,487.65,9.6851,62.953,0,0
1.5455,84630,240.85,0.10534,489.08,9.6964,63.026,0,0
1.5516,83933,240.24,0.10447,490.38,9.7076,63.099,0,0
1.5577,83235,239.63,0.1036,491.68,9.7188,63.173,0,0
1.5639,82537,239.02,0.10273,492.97,9.7301,63.246,0,0
1.57,81840,238.41,0.10186,494.27,9.7413,63.319,0,0
1.5761,81142,237.8,0.10099,495.57,9.7526,63.392,0,0
1.5822,80444,237.19,0.10013,496.87,9.7638,63.465,0,0
1.5879,79816,236.62,0.099344,498.05,9.7751,63.538,0,0
1.593,79261,236.1,0.098653,499.12,9.7863,63.611,0,0
1.5982,78706,235.59,0.097963,500.18,9.7976,63.684,0,0
1.6033,78152,235.07,0.097272,501.24,9.8088,63.757,0,0
1.6085,77597,234.55,0.096582,502.3,9.8201,63.83,0,0
1.6137,77042,234.04,0.095892,503.36,9.8313,63.903,0,0
1.6188,76487,233.52,0.095201,504.43,9.8426,63.977,0,0
1.6232,76028,233.09,0.094629,505.31,9.8538,64.05,0,0
1.6271,75618,232.69,0.094118,506.1,9.865,64.123,0,0
1.631,75208,232.3,0.093608,506.9,9.8763,64.196,0,0
1.635,74798,231.91,0.093098,507.69,9.8875,64.269,0,0
1.6389,74388,231.52,0.092588,508.48,9.8988,64.342,0,0
1.6428,73978,231.13,0.092077,509.28,9.91,64.415,0,0
1.6467,73568,230.74,0.091567,510.07,9.9213,64.488,0,0
1.65,73333,230.42,0.091275,510.71,9.9325,64.561,0,0
1.6531,73135,230.11,0.091028,511.32,9.9438,64.634,0,0
1.6561,72936,229.81,0.090781,511.94,9.955,64.708,0,0
1.6592,72738,229.5,0.090534,512.55,9.9663,64.781,0,0
1.6623,72540,229.2,0.090287,513.16,9.9775,64.854,0,0
1.6654,72341,228.89,0.090041,513.78,9.9888,64.927,0,0
1.6685,72143,228.58,0.089794,514.39,10,65,0,0
